contract_id,tender_id,supplier_id,award_amount_kes,contract_start_date,days_delayed,cost_overrun_percentage,delivery_quality,contract_status,supplier_age_at_award_days,supplier_name,kra_pin,incorporation_date,location,company_size,credit_score,category,tender_budget_kes,tender_open_date,tender_description,procuring_entity
C-110,110,558,69981395.42944154,2025-01-19,124,52.14,Poor,Completed,1426,Perry Not Limited,P533165776F,2021-02-23,Jeffreyborough,Small,713,Construction & Civil Works,70030702,2025-01-19,Supply and delivery of construction & civil works items,Ministry of Realize
C-111,111,903,3089715.520955151,2022-10-23,42,1.63,Good,Completed,158,Alvarez Rule Limited,P978622319H,2022-05-18,Williamshire,Small,567,Motor Vehicles & Spare Parts,3063944,2022-10-23,Supply and delivery of motor vehicles & spare parts items,Ministry of Use
C-112,112,268,3989887.580485925,2021-10-04,31,4.1,Good,Completed,-1342,Pope Eye Ventures,P409011489H,2025-06-07,Huangfurt,Small,524,Cleaning & Sanitary Services,4048401,2021-10-04,Supply and delivery of cleaning & sanitary services items,Ministry of Seek
C-113,113,843,5238778.178205204,2022-05-05,3,3.59,Good,Completed,1840,Thomas Just Enterprise,P280443225S,2017-04-21,Angelamouth,Small,653,Consultancy Services,5334259,2022-05-05,Supply and delivery of consultancy services items,Ministry of Keep
C-114,114,629,7145053.267887975,2024-12-30,4,0.0,Good,Completed,2394,Allen Evidence Enterprise,P322026871O,2018-06-11,Port John,Small,816,Medical Supplies & Pharmaceuticals,6950807,2024-12-30,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Report
C-115,115,418,6758787.5448227655,2023-11-30,20,21.05,Good,Completed,2695,Hall Through Ltd,P658087211A,2016-07-14,Stephenland,Small,439,Cleaning & Sanitary Services,6884672,2023-11-30,Supply and delivery of cleaning & sanitary services items,Ministry of Here
C-116,116,845,23227148.391778577,2024-10-09,64,17.53,Poor,Completed,-44,Miller Account Agencies,P292643087F,2024-11-22,Robertfort,Small,841,ICT Equipment & Software,22153925,2024-10-09,Supply and delivery of ict equipment & software items,Ministry of Successful
C-117,117,702,2760591.48305439,2025-10-28,2,0.0,Good,Completed,3403,Fernandez Citizen Limited,P450932787G,2016-07-04,East Brent,Small,681,Office Stationery & Supplies,2692316,2025-10-28,Supply and delivery of office stationery & supplies items,Ministry of Color
C-118,118,548,34749730.944448695,2023-09-24,102,27.99,Poor,Completed,-278,Vaughn Find Ventures,P319044298W,2024-06-28,West Lisaville,Small,541,ICT Equipment & Software,33765940,2023-09-24,Supply and delivery of ict equipment & software items,Ministry of Fear
C-119,119,777,9116149.829953955,2024-02-22,3,0.0,Good,Completed,2458,Hess Wide Limited,P850115402D,2017-05-31,South Lancemouth,Small,818,Cleaning & Sanitary Services,8777828,2024-02-22,Supply and delivery of cleaning & sanitary services items,Ministry of Before
C-120,120,490,5687845.567602938,2024-01-01,35,1.41,Good,Completed,-399,Trujillo Suffer Agencies,P969761986M,2025-02-03,Guerreroberg,Small,665,Cleaning & Sanitary Services,5538757,2024-01-01,Supply and delivery of cleaning & sanitary services items,Ministry of Carry
C-121,121,111,10199106.868080238,2021-01-14,45,1.01,Good,Completed,-300,Hines Continue Enterprise,P605196410H,2021-11-10,Moonburgh,Small,563,Cleaning & Sanitary Services,9883893,2021-01-14,Supply and delivery of cleaning & sanitary services items,Ministry of Close
C-122,122,230,2813509.119501586,2023-08-20,0,1.73,Good,Completed,1842,Wilson Simply Enterprise,P299767568F,2018-08-04,Mcintyreville,Medium,765,Cleaning & Sanitary Services,2764749,2023-08-20,Supply and delivery of cleaning & sanitary services items,Ministry of Blood
C-123,123,324,7075735.953273836,2024-10-04,44,22.62,Good,Completed,1145,Brown Act Agencies,P854674236K,2021-08-16,South Meganmouth,Small,479,Consultancy Services,6828926,2024-10-04,Supply and delivery of consultancy services items,Ministry of Yes
C-124,124,403,10050363.989377053,2025-12-17,1,0.0,Good,Completed,3180,Salazar Around Limited,P432097676Q,2017-04-03,North Alexander,Medium,663,Cleaning & Sanitary Services,9895586,2025-12-17,Supply and delivery of cleaning & sanitary services items,Ministry of Floor
C-125,125,771,3064740.8082929514,2021-05-29,28,21.11,Good,Completed,-393,Clark Deep Agencies,P306744311S,2022-06-26,Amandamouth,Small,462,Cleaning & Sanitary Services,3021989,2021-05-29,Supply and delivery of cleaning & sanitary services items,Ministry of Onto
C-126,126,634,3766620.451668908,2020-04-13,17,3.89,Good,Completed,-141,Martinez National Agencies,P593997037U,2020-09-01,North Emilyfurt,Small,808,Consultancy Services,3813543,2020-04-13,Supply and delivery of consultancy services items,Ministry of Affect
C-127,127,560,1301383.591740242,2022-02-25,21,0.0,Good,Completed,1793,Reed Effect Ltd,P789626099N,2017-03-30,North Felicia,Small,644,Medical Supplies & Pharmaceuticals,1303920,2022-02-25,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Every
C-128,128,825,863668.3390989216,2022-02-21,3,2.63,Good,Completed,1812,Fernandez Lawyer Enterprise,P334490716N,2017-03-07,South Jenniferville,Large,663,Office Stationery & Supplies,847852,2022-02-21,Supply and delivery of office stationery & supplies items,Ministry of Cold
C-129,129,224,44596352.23655652,2021-01-17,50,21.84,Good,Completed,1434,Murphy Find Agencies,P429097422C,2017-02-13,Jacksonmouth,Medium,410,ICT Equipment & Software,43599658,2021-01-17,Supply and delivery of ict equipment & software items,Ministry of Trade
C-130,130,69,7246005.9668799685,2025-05-13,15,0.0,Good,Completed,588,Boyd Produce Limited,P356888294R,2023-10-03,Jonesport,Large,597,Motor Vehicles & Spare Parts,7028655,2025-05-13,Supply and delivery of motor vehicles & spare parts items,Ministry of Almost
C-131,131,745,9416370.83186025,2024-11-02,5,3.71,Good,Completed,784,Chavez Letter Ventures,P185260383M,2022-09-10,East Nicoleview,Small,835,Medical Supplies & Pharmaceuticals,9596418,2024-11-02,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Green
C-132,132,476,2016448.6309555746,2022-08-01,26,1.17,Good,Completed,-1189,Ramos That Group,P444529729R,2025-11-02,Jacobsland,Medium,752,Medical Supplies & Pharmaceuticals,1921367,2022-08-01,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Prepare
C-133,133,456,3122119.5720450277,2021-05-11,29,1.8,Good,Completed,-1520,Martin Voice Agencies,P566219118K,2025-07-09,North Markborough,Small,532,Office Stationery & Supplies,2999033,2021-05-11,Supply and delivery of office stationery & supplies items,Ministry of Or
C-134,134,305,1658725.8815378144,2021-05-05,3,1.89,Good,Completed,818,Zimmerman Sure Ventures,P597169479D,2019-02-07,Faulknerside,Small,849,Cleaning & Sanitary Services,1678315,2021-05-05,Supply and delivery of cleaning & sanitary services items,Ministry of Evening
C-135,135,711,8234753.883262653,2025-12-17,20,1.92,Good,Completed,430,Wilkins Address Ventures,P468584828S,2024-10-13,West Shannontown,Small,587,Office Stationery & Supplies,8398852,2025-12-17,Supply and delivery of office stationery & supplies items,Ministry of Still
C-136,136,426,192365772.74231994,2022-02-17,54,22.74,Good,Completed,-528,Wright Maintain Agencies,P209422179Z,2023-07-30,North Alexander,Medium,353,Construction & Civil Works,195642449,2022-02-17,Supply and delivery of construction & civil works items,Ministry of Any
C-137,137,878,1496259.1372631087,2024-08-14,35,20.0,Good,Completed,-290,Wells Kitchen Agencies,P576591102V,2025-05-31,West Jaimetown,Small,435,Office Stationery & Supplies,1449590,2024-08-14,Supply and delivery of office stationery & supplies items,Ministry of Onto
C-138,138,925,5631577.885303436,2021-08-09,37,23.88,Good,Completed,1323,Jones Thought Enterprise,P961609527E,2017-12-25,Harryfort,Small,454,Motor Vehicles & Spare Parts,5466645,2021-08-09,Supply and delivery of motor vehicles & spare parts items,Ministry of City
C-139,139,365,11534269.612426622,2025-02-12,1,0.77,Good,Completed,1196,Henderson Message Ltd,P782364690I,2021-11-04,New Garrett,Small,677,ICT Equipment & Software,11699747,2025-02-12,Supply and delivery of ict equipment & software items,Ministry of Tv
C-140,140,701,7094587.8906117445,2023-02-03,20,3.23,Good,Completed,-622,Perez Read Ltd,P746716453A,2024-10-17,Brownhaven,Large,762,Medical Supplies & Pharmaceuticals,7203260,2023-02-03,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Relationship
C-141,141,773,10171235.138057444,2020-08-16,18,2.29,Good,Completed,900,Bell From Agencies,P391039983J,2018-02-28,Audreyburgh,Small,504,Office Stationery & Supplies,9958401,2020-08-16,Supply and delivery of office stationery & supplies items,Ministry of Apply
C-142,142,834,373654290.35902816,2025-07-23,86,54.4,Poor,Completed,770,Taylor Data Ventures,P127235036U,2023-06-14,South Paul,Medium,365,Construction & Civil Works,370654634,2025-07-23,Supply and delivery of construction & civil works items,Ministry of Left
C-143,143,446,8637139.758644845,2024-10-16,25,22.58,Good,Completed,805,Thompson Or Group,P844704803N,2022-08-03,Jeffreyshire,Medium,469,Office Stationery & Supplies,8382356,2024-10-16,Supply and delivery of office stationery & supplies items,Ministry of Thought
C-144,144,518,32559729.63298813,2024-07-13,25,20.33,Good,Completed,1525,Wilson Today Ltd,P914115345C,2020-05-10,Port Devonburgh,Medium,458,ICT Equipment & Software,31897110,2024-07-13,Supply and delivery of ict equipment & software items,Ministry of Born
C-145,145,214,1626106.9600624,2024-09-08,84,20.0,Good,Completed,-344,Stephens Stop Group,P645055605J,2025-08-18,South Morganton,Medium,374,Consultancy Services,1549991,2024-09-08,Supply and delivery of consultancy services items,Ministry of Poor
C-146,146,181,6433822.100570975,2024-09-09,60,24.19,Good,Completed,2082,Sullivan Garden Group,P284547422Z,2018-12-28,Collierstad,Small,379,Cleaning & Sanitary Services,6139523,2024-09-09,Supply and delivery of cleaning & sanitary services items,Ministry of Yourself
C-147,147,443,6736193.815868357,2020-08-11,42,3.76,Good,Completed,-1296,Peterson Cost Limited,P961596686U,2024-02-28,North Dylanberg,Small,588,Motor Vehicles & Spare Parts,6847741,2020-08-11,Supply and delivery of motor vehicles & spare parts items,Ministry of Or
C-148,148,527,355684614.9413144,2020-04-01,89,47.65,Poor,Completed,-329,Harrison Mission Enterprise,P277601056E,2021-02-24,Floresmouth,Medium,320,Construction & Civil Works,362490090,2020-04-01,Supply and delivery of construction & civil works items,Ministry of Book
C-149,149,165,544418.0052179574,2020-12-31,16,20.0,Good,Completed,424,Hernandez Wind Agencies,P609241268E,2019-11-03,Port Christopherchester,Small,467,Motor Vehicles & Spare Parts,524528,2020-12-31,Supply and delivery of motor vehicles & spare parts items,Ministry of Buy
C-150,150,951,8115224.151034751,2025-03-23,45,21.22,Good,Completed,881,Kelley Upon Ventures,P119975163O,2022-10-24,New Victor,Small,483,Office Stationery & Supplies,8090001,2025-03-23,Supply and delivery of office stationery & supplies items,Ministry of Whether
C-151,151,661,6486858.754419409,2022-03-03,44,1.7,Good,Completed,-736,Gutierrez Tonight Limited,P173512612L,2024-03-08,West Daniel,Small,552,Cleaning & Sanitary Services,6550219,2022-03-03,Supply and delivery of cleaning & sanitary services items,Ministry of Should
C-152,152,324,383913196.7691364,2021-10-02,730,180.54,Poor,Terminated,47,Brown Act Agencies,P854674236K,2021-08-16,South Meganmouth,Small,479,Construction & Civil Works,371823844,2021-10-02,Supply and delivery of construction & civil works items,Ministry of Letter
C-153,153,817,14095446.0629071,2024-07-27,20,3.08,Good,Completed,281,Meyer Research Ltd,P841180707L,2023-10-20,Amytown,Small,832,ICT Equipment & Software,14118723,2024-07-27,Supply and delivery of ict equipment & software items,Ministry of Moment
C-154,154,676,8682099.54524446,2024-05-24,59,20.52,Good,Completed,514,Howard Center Group,P369183038C,2022-12-27,Mannside,Large,463,Consultancy Services,8627835,2024-05-24,Supply and delivery of consultancy services items,Ministry of Bit
C-155,155,216,9448860.33229519,2020-12-04,7,3.56,Good,Completed,884,Sandoval Body Limited,P928393291L,2018-07-04,Dennisstad,Medium,634,Medical Supplies & Pharmaceuticals,9180745,2020-12-04,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Himself
C-156,156,638,7047062.061000742,2022-01-03,38,1.03,Good,Completed,-815,Le Summer Enterprise,P353193872J,2024-03-28,Chaseborough,Medium,706,Motor Vehicles & Spare Parts,6762314,2022-01-03,Supply and delivery of motor vehicles & spare parts items,Ministry of Certainly
C-157,157,681,5933891.351634706,2020-09-26,3,0.35,Good,Completed,1002,Vega Space Ltd,P692134048J,2017-12-29,Marcusmouth,Medium,721,Consultancy Services,5930395,2020-09-26,Supply and delivery of consultancy services items,Ministry of Defense
C-158,158,132,43924739.15048893,2022-08-20,68,29.35,Poor,Terminated,1496,Jenkins Rest Limited,P950961305L,2018-07-16,East Christian,Small,741,ICT Equipment & Software,43928295,2022-08-20,Supply and delivery of ict equipment & software items,Ministry of Just
C-159,159,473,8108912.13896872,2024-08-12,6,3.87,Good,Completed,2975,Hill Charge Agencies,P763834967M,2016-06-20,Williamsmouth,Small,758,Office Stationery & Supplies,7942680,2024-08-12,Supply and delivery of office stationery & supplies items,Ministry of According
C-160,160,700,2002313.1057550518,2021-06-21,23,2.3,Good,Completed,-1404,Cook Until Ventures,P977399222B,2025-04-25,Conradville,Medium,659,Consultancy Services,1909858,2021-06-21,Supply and delivery of consultancy services items,Ministry of Table
C-161,161,508,10074980.142108036,2022-11-03,3,2.66,Good,Completed,1124,Santos Always Enterprise,P502859804O,2019-10-06,Kelseyton,Medium,689,Medical Supplies & Pharmaceuticals,9882924,2022-11-03,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Few
C-162,162,305,5978339.433197581,2023-01-11,2,0.0,Good,Completed,1434,Zimmerman Sure Ventures,P597169479D,2019-02-07,Faulknerside,Small,849,Consultancy Services,5748393,2023-01-11,Supply and delivery of consultancy services items,Ministry of Bed
C-163,163,496,6366626.363261946,2021-08-05,17,0.0,Good,Completed,651,Richards Major Agencies,P226466892E,2019-10-24,Port Cynthiashire,Medium,541,Medical Supplies & Pharmaceuticals,6384725,2021-08-05,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Senior
C-164,164,63,6701956.747722907,2024-07-11,80,20.0,Good,Completed,133,Hernandez Any Ltd,P362897676E,2024-02-29,South Robertshire,Small,486,Motor Vehicles & Spare Parts,6809914,2024-07-11,Supply and delivery of motor vehicles & spare parts items,Ministry of Herself
C-165,165,800,39447993.155642256,2023-10-11,20,0.0,Good,Completed,-708,Miller Show Group,P885220076H,2025-09-18,Stevenland,Medium,680,ICT Equipment & Software,38639378,2023-10-11,Supply and delivery of ict equipment & software items,Ministry of Else
C-166,166,108,203651362.47979006,2020-11-28,263,158.59,Poor,Terminated,-415,Holloway Will Ltd,P409893263C,2022-01-17,South Haleyfurt,Small,489,Construction & Civil Works,197892575,2020-11-28,Supply and delivery of construction & civil works items,Ministry of Some
C-167,167,404,53331275.239867784,2023-03-06,80,41.96,Poor,Completed,2085,Smith Model Ltd,P472271797H,2017-06-20,Garyberg,Small,696,Construction & Civil Works,52278684,2023-03-06,Supply and delivery of construction & civil works items,Ministry of Store
C-168,168,417,2816254.2146414695,2021-05-14,0,0.03,Good,Completed,1546,Moreno Economy Ltd,P550773824F,2017-02-18,East Jenniferland,Large,698,Motor Vehicles & Spare Parts,2807184,2021-05-14,Supply and delivery of motor vehicles & spare parts items,Ministry of Suffer
C-169,169,156,8239074.319869076,2022-07-28,41,3.44,Good,Completed,-1242,Fernandez Success Ventures,P287364857H,2025-12-21,East Alexisbury,Small,666,Office Stationery & Supplies,7973491,2022-07-28,Supply and delivery of office stationery & supplies items,Ministry of Why
C-170,170,735,1686183.4204733698,2022-06-15,13,2.12,Good,Completed,285,Black Professor Ltd,P152930584M,2021-09-03,Scottport,Small,717,Medical Supplies & Pharmaceuticals,1640724,2022-06-15,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Low
C-171,171,945,2136769.439834706,2025-09-16,16,20.0,Good,Completed,3146,Leonard Great Agencies,P633361273G,2017-02-04,Garrettport,Small,464,Cleaning & Sanitary Services,2065730,2025-09-16,Supply and delivery of cleaning & sanitary services items,Ministry of Name
C-172,172,901,7673385.0347776,2024-10-06,0,0.28,Good,Completed,1643,Vasquez Rise Enterprise,P792333529P,2020-04-07,North Kathyfort,Medium,813,Office Stationery & Supplies,7443728,2024-10-06,Supply and delivery of office stationery & supplies items,Ministry of High
