contract_id,tender_id,supplier_id,award_amount_kes,contract_start_date,days_delayed,cost_overrun_percentage,delivery_quality,contract_status,supplier_age_at_award_days
C-355,355,763,8298357.109331629,2024-06-07,21,4.45,Good,Completed,-548
C-356,356,424,71990056.49741733,2020-06-02,134,41.52,Poor,Terminated,794
C-357,357,658,4036494.593443153,2022-05-16,77,23.62,Good,Completed,-622
C-358,358,762,4465655.2803373905,2024-12-24,33,0.0,Good,Completed,325
C-359,359,468,2413116.3442941434,2023-05-04,0,0.0,Good,Completed,2359
C-360,360,216,37411440.40541324,2025-04-08,20,0.0,Good,Completed,2470
C-361,361,514,407449508.3625835,2023-08-30,578,169.16,Poor,Terminated,1685
C-362,362,592,4526191.349783327,2021-11-28,8,0.25,Good,Completed,1488
C-363,363,890,2083171.3198220069,2025-09-02,20,0.0,Good,Completed,1868
C-364,364,931,1561943.022620999,2021-07-26,19,1.0,Good,Completed,1155
C-365,365,613,37747990.89101677,2024-03-30,94,40.47,Poor,Completed,1719
C-366,366,181,10117592.732141737,2021-06-22,35,23.15,Good,Completed,907
C-367,367,586,2260037.032468663,2022-01-18,19,1.8,Good,Completed,310
C-368,368,969,258649032.41863677,2025-10-02,49,19.91,Poor,Terminated,644
C-369,369,577,4144539.9040114596,2020-02-04,0,2.19,Good,Completed,399
C-370,370,80,3553786.6098151603,2020-10-19,49,21.37,Good,Completed,-1037
C-371,371,942,3500948.3082912904,2020-01-05,44,21.94,Good,Completed,-937
C-372,372,680,5513555.3372934,2020-01-10,40,2.33,Good,Completed,-828
C-373,373,257,143367.43367523723,2024-01-13,8,0.0,Good,Completed,1433
C-374,374,117,4254139.381487982,2023-05-02,63,20.93,Good,Completed,-745
C-375,375,868,328339496.98071,2024-03-20,95,29.87,Poor,Completed,-297
C-376,376,310,3962495.2107407795,2022-05-10,6,0.78,Good,Completed,838
C-377,377,91,334032.54587653995,2024-09-20,77,20.0,Good,Completed,-313
C-378,378,539,1973272.264220015,2023-11-27,1,2.17,Good,Completed,1088
C-379,379,435,8832987.485828917,2020-03-08,41,1.5,Good,Completed,-259
C-380,380,89,2302795.4614922004,2024-11-22,2,4.46,Good,Completed,1132
C-381,381,468,76164821.50428295,2024-01-12,143,53.64,Poor,Terminated,2612
C-382,382,453,6556738.692747991,2025-10-30,45,20.0,Good,Completed,3185
C-383,383,234,614743.26548561,2024-12-17,62,20.0,Good,Completed,339
C-384,384,169,8187997.575258155,2022-04-27,0,0.0,Good,Completed,1454
C-385,385,350,15191551.733369272,2024-08-09,47,24.19,Good,Completed,2501
C-386,386,779,4549762.397155323,2025-11-25,19,20.0,Good,Completed,700
C-387,387,531,22551307.84604718,2022-10-10,16,2.83,Good,Completed,2439
C-388,388,308,43898869.31763159,2021-02-26,84,37.53,Poor,Completed,-797
C-389,389,981,2192647.6243462437,2021-04-30,18,0.32,Good,Completed,-1217
C-390,390,850,5940771.882502354,2024-07-19,15,0.0,Good,Completed,177
C-391,391,560,9242130.853852967,2025-07-11,13,0.0,Good,Completed,3025
C-392,392,401,6958343.387841608,2021-02-23,20,20.0,Good,Completed,1557
C-393,393,353,8172538.750306561,2023-09-06,31,0.09,Good,Completed,248
C-394,394,401,19499845.377897553,2024-11-06,73,24.92,Good,Completed,2909
C-395,395,429,8749080.682491599,2021-05-28,89,21.12,Good,Completed,-1017
C-396,396,746,5234311.983787201,2025-10-20,20,21.78,Good,Completed,1281
C-397,397,69,24149195.4447204,2021-09-07,46,2.23,Good,Completed,-756
C-398,398,423,363448520.7367883,2024-03-22,63,31.78,Poor,Terminated,2000
C-399,399,207,6946732.31583374,2021-04-03,36,0.0,Good,Completed,-1515
C-400,400,529,514357658.95562404,2025-11-26,25,4.28,Good,Completed,3295
C-401,401,866,5155005.824539258,2022-05-17,31,1.88,Good,Completed,210
C-402,402,21,2031112.2290223723,2021-08-30,38,0.9,Good,Completed,-1360
C-403,403,119,162168529.1399368,2022-12-18,321,112.09,Poor,Terminated,823
C-404,404,55,5315034.868649931,2021-02-28,19,0.0,Good,Completed,588
C-405,405,957,23210123.063148234,2023-05-24,26,20.0,Good,Completed,1928
C-406,406,132,10478810.664945628,2023-08-14,6,6.22,Good,Completed,1855
C-407,407,984,8086387.6780610895,2020-05-23,57,1.1,Good,Completed,-962
C-408,408,406,4056683.8569968394,2024-06-22,0,0.14,Good,Completed,1147
C-409,409,585,6733943.86114472,2021-07-22,75,23.2,Good,Completed,270
C-410,410,916,844944.1137780371,2025-02-17,45,22.62,Good,Completed,3142
C-411,411,404,5431458.7905136375,2023-02-20,2,2.74,Good,Completed,2071
C-412,412,436,346522905.35658985,2021-08-24,106,41.89,Poor,Completed,1932
C-413,413,371,1758326.764517368,2024-01-25,75,21.4,Good,Completed,135
C-414,414,55,6561640.897562532,2024-01-24,6,0.5,Good,Completed,1648
C-415,415,753,4212592.90498515,2021-07-08,1,3.34,Good,Completed,420
C-416,416,793,8724674.544632679,2025-04-18,40,20.0,Good,Completed,1967
C-417,417,327,9692658.066871319,2025-08-16,33,20.05,Good,Completed,1076
C-418,418,426,1481020.529205721,2024-01-14,86,20.0,Good,Completed,168
C-419,419,129,857507.6776597552,2020-04-23,27,3.66,Good,Completed,151
C-420,420,105,270932075.4666845,2021-12-08,262,109.98,Poor,Terminated,1070
C-421,421,484,773654.8373769339,2025-12-20,0,0.0,Good,Completed,1226
C-422,422,585,29294559.335217416,2020-09-23,55,20.0,Good,Completed,-32
C-423,423,30,6961547.624669693,2022-10-19,0,1.19,Good,Completed,1540
C-424,424,980,6741044.686172779,2023-02-07,7,2.12,Good,Completed,1863
C-425,425,202,4638661.790294336,2025-04-20,1,1.01,Good,Completed,2508
C-426,426,469,649902.0244475493,2020-04-12,22,1.31,Good,Completed,360
C-427,427,422,259934188.40938428,2022-07-09,26,0.0,Good,Completed,644
C-428,428,254,8571557.554255815,2021-11-23,10,0.0,Good,Completed,1932
C-429,429,817,19783117.280737102,2021-03-02,33,0.09,Good,Completed,-962
C-430,430,524,472891448.14031583,2025-04-12,88,41.6,Poor,Completed,3309
C-431,431,806,9561010.7183434,2020-02-25,6,0.0,Good,Completed,1201
C-432,432,785,2320003.369891285,2021-05-09,0,0.0,Good,Completed,732
C-433,433,195,339913864.9478169,2022-07-17,66,23.98,Poor,Completed,1317
C-434,434,64,5269928.832818376,2025-07-02,0,0.0,Good,Completed,2725
C-435,435,408,5349371.38118322,2020-12-26,70,20.99,Good,Completed,-676
C-436,436,796,7728014.405280748,2020-05-17,11,0.0,Good,Completed,1254
C-437,437,355,15905586.4027141,2020-07-30,43,4.98,Good,Completed,-266
C-438,438,724,298471238.964442,2022-08-04,237,156.29,Poor,Terminated,-910
C-439,439,456,5484283.5324086705,2023-07-22,33,2.25,Good,Completed,-718
C-440,440,776,345577502.7778621,2025-08-10,493,171.66,Poor,Terminated,2260
C-441,441,49,3399051.5305019775,2021-07-02,45,0.0,Good,Completed,-1583
C-442,442,628,5372435.834054489,2022-11-03,12,0.27,Good,Completed,1317
C-443,443,674,8832960.779322406,2024-12-29,21,0.41,Good,Completed,3032
C-444,444,953,6624377.032954371,2021-12-31,64,22.76,Good,Completed,249
C-445,445,337,41033540.535564944,2021-06-02,54,27.26,Poor,Completed,652
C-446,446,673,413982845.812551,2024-08-26,367,133.23,Poor,Terminated,1769
C-447,447,964,4134336.255465659,2022-08-18,26,3.13,Good,Completed,-108
C-448,448,103,2040497.2527664413,2023-10-02,0,0.0,Good,Completed,570
C-449,449,626,63834719.257269695,2020-09-30,147,57.96,Poor,Completed,-1223
C-450,450,64,980190.916354983,2025-07-01,0,2.27,Good,Completed,2724
C-451,451,784,7774287.574553985,2021-11-17,22,1.23,Good,Completed,123
C-452,452,184,8935826.010497006,2024-02-28,17,0.79,Good,Completed,2529
C-453,453,566,4928937.998570353,2020-10-06,14,0.0,Good,Completed,-1023
C-454,454,791,5261678.3287114445,2024-10-24,0,1.9,Good,Completed,1836
C-455,455,153,8897049.461827403,2021-10-22,36,1.4,Good,Completed,-1380
C-456,456,345,2986133.1293059275,2022-08-04,4,2.55,Good,Completed,1643
C-457,457,820,1759004.4270976004,2024-01-24,54,20.0,Good,Completed,324
C-458,458,810,23072697.7918457,2020-04-24,76,23.54,Poor,Completed,-1274
C-459,459,405,6609624.458203041,2022-04-15,41,0.0,Good,Completed,-477
C-460,460,148,681226.8384170812,2023-09-14,18,20.0,Good,Completed,407
C-461,461,689,8825549.012995837,2021-05-25,2,1.89,Good,Completed,420
C-462,462,25,30079708.04851468,2024-09-21,70,29.62,Poor,Completed,1502
C-463,463,869,1890860.239623908,2020-01-24,22,0.0,Good,Completed,-652
C-464,464,470,42273006.99315411,2022-10-14,49,29.53,Poor,Completed,1252
C-465,465,314,598537.8133618957,2025-04-11,0,2.3,Good,Completed,2149
C-466,466,592,5358188.638909484,2020-08-09,14,0.0,Good,Completed,1012
C-467,467,131,381971798.78828233,2025-08-16,159,44.28,Poor,Completed,180
C-468,468,959,6606367.598593439,2020-02-26,38,0.0,Good,Completed,336
C-469,469,274,8516873.978902778,2021-12-20,31,20.33,Good,Completed,401
C-470,470,547,3518099.7437451812,2020-08-24,40,1.29,Good,Completed,-786
C-471,471,381,7175778.39224521,2023-07-28,70,21.83,Good,Completed,60
C-472,472,588,9690991.471808285,2023-07-23,38,20.0,Good,Completed,-740
C-473,473,553,178736645.29403514,2021-02-28,174,143.47,Poor,Completed,1144
C-474,474,130,241348108.4903699,2020-10-03,392,158.16,Poor,Terminated,-1941
C-475,475,539,178364698.25658494,2021-07-15,131,58.28,Poor,Terminated,223
C-476,476,150,5051049.197923071,2022-11-20,43,0.0,Good,Completed,-754
C-477,477,800,2547153.0991217974,2022-09-01,39,0.0,Good,Completed,-1113
C-478,478,62,24782534.26468019,2020-10-28,110,46.45,Poor,Completed,-155
C-479,479,896,5182438.987568232,2020-05-12,83,20.0,Good,Completed,-626
C-480,480,320,29380283.287680384,2023-07-04,13,0.76,Good,Completed,2644
C-481,481,559,9265655.925577726,2025-10-03,3,1.65,Good,Completed,1105
C-482,482,106,254235466.1801822,2022-02-22,71,17.17,Poor,Completed,-1166
C-483,483,332,7250752.688962255,2025-04-23,2,0.34,Good,Completed,3257
C-484,484,645,14536267.186844246,2020-11-15,28,1.1,Good,Completed,-35
C-485,485,846,5338737.356493192,2021-11-07,44,4.38,Good,Completed,-427
C-486,486,189,22906194.516365647,2021-09-29,76,40.24,Poor,Completed,377
C-487,487,105,5175828.998053306,2023-02-08,2,1.31,Good,Completed,1497
C-488,488,825,34863883.75580723,2024-01-26,2,1.29,Good,Completed,2516
C-489,489,850,5926728.965043795,2021-06-04,15,2.61,Good,Completed,-964
C-490,490,144,83996324.2232788,2025-01-03,45,1.14,Good,Completed,-262
C-491,491,532,7914450.260360603,2020-04-29,23,20.0,Good,Completed,790
C-492,492,366,215721728.28807685,2021-03-04,336,96.31,Poor,Terminated,799
C-493,493,257,8092531.677070322,2023-11-04,19,0.0,Good,Completed,1363
C-494,494,629,4984055.434889333,2024-09-16,4,0.4,Good,Completed,2289
C-495,495,38,14724432.901859673,2021-02-18,20,5.7,Good,Completed,-224
C-496,496,435,462592223.59706235,2024-03-02,613,170.16,Poor,Terminated,1196
C-497,497,489,8529237.464275436,2023-08-07,32,4.49,Good,Completed,344
C-498,498,973,406451285.48684496,2025-02-09,60,28.84,Poor,Completed,997
C-499,499,863,421534822.00600094,2025-10-11,685,193.24,Poor,Terminated,3414
C-500,500,272,468355400.87683463,2021-10-18,587,216.1,Poor,Terminated,-1224
C-501,501,799,6850473.2951013455,2020-12-21,49,0.98,Good,Completed,-324
C-502,502,17,1547489.4202852172,2025-04-03,53,20.0,Good,Completed,860
C-503,503,862,1317689.6739666634,2020-04-02,38,21.31,Good,Completed,-1819
C-504,504,45,33512439.217799723,2025-07-08,67,25.09,Poor,Completed,3280
C-505,505,103,6477466.901851091,2021-05-03,17,2.52,Good,Completed,-312
C-506,506,410,6498606.38345973,2022-10-19,2,0.35,Good,Completed,1628
C-507,507,925,4942964.47497195,2021-06-07,21,20.11,Good,Completed,1260
C-508,508,978,239493843.32815444,2024-08-10,16,0.0,Good,Completed,2928
C-509,509,387,47511392.57301882,2021-12-27,58,52.77,Poor,Completed,585
C-510,510,875,20260107.950227864,2022-04-03,38,4.33,Good,Completed,-1036
C-511,511,875,9217317.26433137,2021-02-07,26,3.79,Good,Completed,-1456
C-512,512,669,419750589.70260614,2022-03-05,500,138.36,Poor,Terminated,493
C-513,513,149,817450.4813760312,2022-02-23,27,2.35,Good,Completed,-1031
C-514,514,573,5553657.805807124,2020-09-09,36,0.0,Good,Completed,-344
C-515,515,490,5667007.522936728,2022-08-22,20,2.39,Good,Completed,-896
C-516,516,309,29862235.648656875,2023-07-07,42,28.44,Poor,Completed,1936
C-517,517,473,4935265.935546989,2022-02-27,4,0.0,Good,Completed,2078
C-518,518,911,2126215.8203310873,2021-03-12,0,0.0,Good,Completed,1437
C-519,519,876,37988395.62503655,2021-01-16,78,39.09,Poor,Completed,1489
C-520,520,946,6150346.902170814,2021-07-28,0,1.38,Good,Completed,673
C-521,521,546,6557227.3822258515,2022-01-14,21,25.04,Good,Completed,1126
C-522,522,315,10323094.823258467,2021-06-22,21,7.79,Good,Completed,-1566
C-523,523,634,2197985.107469969,2020-02-17,18,2.6,Good,Completed,-197
C-524,524,929,7880245.1101998305,2021-07-27,39,20.0,Good,Completed,-794
C-525,525,19,1518414.1289748573,2020-02-15,64,21.17,Good,Completed,-383
C-526,526,677,6856449.63786274,2020-10-27,2,3.51,Good,Completed,650
C-527,527,80,29040183.564085037,2024-09-21,57,24.06,Good,Completed,396
C-528,528,392,7336675.735635918,2022-01-11,38,0.0,Good,Completed,-1193
C-529,529,624,9078027.599734938,2021-10-30,53,1.47,Good,Completed,37
C-530,530,356,7644737.074197539,2022-03-20,22,20.0,Good,Completed,2072
C-531,531,344,353035112.5238196,2023-12-19,93,39.32,Poor,Completed,-661
C-532,532,629,378465934.18924177,2023-02-28,669,176.79,Poor,Terminated,1723
C-533,533,764,3676236.5073010596,2025-12-25,59,22.54,Good,Completed,453
C-534,534,96,10071666.997456089,2022-08-08,34,21.84,Good,Completed,1366
C-535,535,767,36313651.91848533,2020-05-23,49,20.0,Good,Completed,1007
C-536,536,609,70719541.79690711,2025-04-18,74,62.14,Poor,Terminated,770
C-537,537,443,1031595.2935439029,2024-10-07,32,0.28,Good,Completed,222
C-538,538,242,387594.21577282023,2023-03-12,15,1.42,Good,Completed,2029
C-539,539,438,8492585.879034784,2022-03-30,49,6.05,Good,Completed,296
C-540,540,148,661365.9054062318,2022-07-30,64,22.27,Good,Completed,-4
C-541,541,56,8546954.017225865,2021-06-19,12,1.07,Good,Completed,1031
C-542,542,686,7971373.517638384,2024-07-29,43,1.32,Good,Completed,95
C-543,543,836,39658849.054551534,2021-02-18,30,23.63,Good,Completed,1705
C-544,544,812,2086257.4509551993,2021-10-06,30,20.0,Good,Completed,970
C-545,545,473,45034493.87083725,2021-12-18,56,26.69,Poor,Completed,2007
C-546,546,272,39714659.2775096,2023-10-11,87,33.23,Poor,Completed,-501
C-547,547,340,7898018.926466909,2025-03-27,22,20.0,Good,Completed,2244
C-548,548,133,5893814.596412875,2023-01-18,19,1.64,Good,Completed,-642
C-549,549,175,441366356.82017905,2025-04-24,601,147.83,Poor,Terminated,948
C-550,550,205,9278772.74318166,2024-05-12,68,20.07,Good,Completed,-174
C-551,551,96,6243360.492845584,2022-10-28,55,20.0,Good,Completed,1447
C-552,552,434,7377986.440947698,2023-09-09,6,0.71,Good,Completed,853
C-553,553,975,1953067.3577840037,2023-01-19,0,0.0,Good,Completed,891
C-554,554,704,375597646.39796144,2025-04-17,644,154.01,Poor,Terminated,2819
C-555,555,500,38441680.79810435,2023-01-20,99,38.77,Poor,Terminated,1326
C-556,556,107,6949053.757960812,2023-02-10,41,22.49,Good,Completed,1741
C-557,557,256,6531269.566799424,2021-12-06,25,0.0,Good,Completed,-772
C-558,558,503,103554825.31473489,2023-02-25,61,22.73,Good,Completed,2526
C-559,559,335,4254686.020323631,2024-04-16,30,20.0,Good,Completed,1676
C-560,560,219,68087993.0023792,2022-11-04,133,63.97,Poor,Completed,2304
C-561,561,750,6713055.372713747,2022-05-28,37,1.18,Good,Completed,-503
C-562,562,732,1365814.2273816466,2024-09-28,71,20.0,Good,Completed,-84
C-563,563,562,7609212.9713803055,2020-03-21,29,20.0,Good,Completed,1416
C-564,564,389,9619515.328836553,2025-05-14,21,1.73,Good,Completed,851
C-565,565,653,7213526.833281194,2025-03-06,34,2.72,Good,Completed,160
C-566,566,10,2870060.5271130023,2021-04-23,63,20.0,Good,Completed,1308
C-567,567,969,5853654.157381045,2025-05-01,18,2.02,Good,Completed,490
C-568,568,968,2649424.1469261725,2020-12-10,6,0.93,Good,Completed,1002
C-569,569,994,1103841.19583336,2022-03-30,0,0.02,Good,Completed,1794
C-570,570,613,1053942.321704672,2020-07-04,51,21.78,Good,Completed,354
C-571,571,458,7668495.679047045,2020-07-03,15,0.36,Good,Completed,743
C-572,572,757,9644281.883941147,2023-02-10,60,20.0,Good,Completed,42
C-573,573,705,8021364.696036829,2023-07-03,0,1.39,Good,Completed,1250
C-574,574,597,5337145.104119525,2023-01-27,22,21.33,Good,Completed,2467
C-575,575,860,7616009.20444792,2022-07-22,31,3.01,Good,Completed,-790
C-576,576,987,556759.0122738009,2022-08-05,0,1.2,Good,Completed,2223
C-577,577,151,5213988.290760598,2024-10-28,18,1.07,Good,Completed,3069
C-578,578,546,8152466.77130659,2021-08-21,29,22.26,Good,Completed,980
C-579,579,693,4749919.622171023,2021-01-28,6,0.0,Good,Completed,449
C-580,580,160,377793.3616904262,2021-08-04,59,21.4,Good,Completed,1785
C-581,581,593,5417842.312091625,2022-02-25,51,20.0,Good,Completed,326
C-582,582,881,5341078.053675383,2021-10-07,0,1.48,Good,Completed,1589
C-583,583,205,1046517.6340633415,2023-01-28,78,23.62,Good,Completed,-644
C-584,584,406,3676409.4195635193,2020-06-20,36,0.0,Good,Completed,-316
C-585,585,659,5215582.038687003,2025-07-23,0,2.52,Good,Completed,1860
C-586,586,271,3433190.2895722655,2020-09-16,3,0.8,Good,Completed,695
C-587,587,159,9315716.415541224,2020-03-24,92,20.87,Good,Completed,-1147
C-588,588,460,8506676.021627523,2022-01-01,28,20.9,Good,Completed,1402
C-589,589,837,7815313.200902609,2021-12-22,18,24.21,Good,Completed,473
C-590,590,243,4317305.780295207,2024-06-20,1,1.03,Good,Completed,2892
C-591,591,141,3787565.8749820073,2024-02-06,31,0.49,Good,Completed,43
C-592,592,2,4707148.58052387,2021-02-21,84,23.39,Good,Completed,-862
C-593,593,897,5148741.374193768,2025-12-26,22,20.0,Good,Completed,850
C-594,594,456,4851171.1369930385,2024-07-06,40,1.58,Good,Completed,-368
C-595,595,53,6965588.092682846,2023-04-04,0,0.0,Good,Completed,1598
C-596,596,557,9026322.176071716,2020-01-19,53,20.0,Good,Completed,136
C-597,597,129,9389576.98744341,2021-09-09,13,5.08,Good,Completed,655
C-598,598,993,6887997.798745451,2024-09-11,7,0.73,Good,Completed,2992
C-599,599,323,6570008.003555199,2025-09-03,51,21.13,Good,Completed,401
C-600,600,866,2736594.245230945,2023-06-24,3,0.76,Good,Completed,613
C-601,601,405,5227996.9419559445,2020-01-27,15,1.57,Good,Completed,-1286
C-602,602,927,6290584.398302929,2023-01-28,37,1.4,Good,Completed,11
C-603,603,778,4020946.4793692227,2025-09-15,18,0.0,Good,Completed,1792
C-604,604,393,5270553.426495437,2022-05-20,26,1.82,Good,Completed,-370
C-605,605,861,4566263.3150395695,2024-05-03,37,0.0,Good,Completed,321
C-606,606,775,7029026.532330317,2022-11-05,17,4.74,Good,Completed,2079
C-607,607,276,4034335.482133331,2023-07-10,28,0.31,Good,Completed,-699
C-608,608,613,18699414.22743473,2024-07-17,64,26.06,Good,Completed,1828
C-609,609,459,3127195.667178941,2024-11-19,1,0.77,Good,Completed,1648
C-610,610,296,5579205.205938108,2024-10-01,4,2.71,Good,Completed,3078
C-611,611,372,1796417.569857497,2025-01-27,18,0.0,Good,Completed,3162
C-612,612,98,5800655.563454198,2024-08-14,17,3.63,Good,Completed,2914
C-613,613,266,1206311.4080497802,2022-07-04,34,0.0,Good,Completed,113
C-614,614,394,2495029.799793696,2022-09-12,0,0.0,Good,Completed,2104
C-615,615,813,7318640.499272858,2020-03-06,77,22.71,Good,Completed,-242
C-616,616,574,8875285.564416805,2023-06-19,4,1.54,Good,Completed,1578
C-617,617,280,7359009.193381035,2021-10-31,19,0.0,Good,Completed,-793
C-618,618,466,377289893.2014244,2020-01-22,126,54.17,Poor,Completed,5
C-619,619,370,535868.488165122,2023-12-14,0,0.0,Good,Completed,861
C-620,620,649,7168305.230135369,2022-01-14,49,24.87,Good,Completed,-950
C-621,621,250,7729590.75560771,2022-07-21,7,0.0,Good,Completed,1665
C-622,622,521,8689787.439721856,2022-06-02,27,21.51,Good,Completed,1897
C-623,623,929,1717860.7219755654,2024-02-21,51,20.0,Good,Completed,145
C-624,624,770,8049513.188665428,2021-12-15,5,5.08,Good,Completed,923
C-625,625,99,111300503.94516584,2023-05-28,180,72.62,Poor,Completed,572
C-626,626,515,8193422.021289266,2025-07-13,5,0.0,Good,Completed,3400
C-627,627,839,7367066.567531416,2025-11-11,14,1.77,Good,Completed,3515
C-628,628,822,7062856.350063139,2023-05-29,35,0.0,Good,Completed,337
C-629,629,633,242044448.69495803,2023-08-14,53,19.21,Poor,Completed,2279
C-630,630,996,9166146.237017248,2023-06-11,0,1.52,Good,Completed,1162
C-631,631,625,51906522.93552603,2025-11-17,67,40.76,Poor,Terminated,425
C-632,632,63,377547279.7181071,2025-09-09,628,157.59,Poor,Terminated,558
C-633,633,914,7579243.863928267,2023-03-17,8,0.0,Good,Completed,2140
C-634,634,239,15658621.427764557,2022-11-06,20,0.19,Good,Completed,886
C-635,635,567,40078065.746510975,2023-06-01,129,57.31,Poor,Completed,-228
