tender_id,category,tender_budget_kes,tender_open_date,tender_description,procuring_entity
264,Motor Vehicles & Spare Parts,7532300,2022-07-13,Supply and delivery of motor vehicles & spare parts items,Ministry of Write
265,Motor Vehicles & Spare Parts,808672,2025-05-13,Supply and delivery of motor vehicles & spare parts items,Ministry of Visit
266,Construction & Civil Works,28698370,2021-09-13,Supply and delivery of construction & civil works items,Ministry of Cover
267,ICT Equipment & Software,29642798,2024-11-29,Supply and delivery of ict equipment & software items,Ministry of Middle
268,Medical Supplies & Pharmaceuticals,4607167,2020-01-05,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Officer
269,Medical Supplies & Pharmaceuticals,6725169,2022-02-02,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Truth
270,Construction & Civil Works,113204882,2020-04-07,Supply and delivery of construction & civil works items,Ministry of Medical
271,Office Stationery & Supplies,2987757,2023-06-09,Supply and delivery of office stationery & supplies items,Ministry of Others
272,ICT Equipment & Software,28575808,2022-09-18,Supply and delivery of ict equipment & software items,Ministry of Green
273,Cleaning & Sanitary Services,792924,2024-09-07,Supply and delivery of cleaning & sanitary services items,Ministry of May
274,Motor Vehicles & Spare Parts,2670115,2025-01-02,Supply and delivery of motor vehicles & spare parts items,Ministry of These
275,Office Stationery & Supplies,4772412,2023-08-20,Supply and delivery of office stationery & supplies items,Ministry of Sound
276,Office Stationery & Supplies,9512528,2020-10-30,Supply and delivery of office stationery & supplies items,Ministry of Provide
277,Office Stationery & Supplies,3919712,2022-10-06,Supply and delivery of office stationery & supplies items,Ministry of Listen
278,Consultancy Services,7812079,2024-01-01,Supply and delivery of consultancy services items,Ministry of Church
279,Cleaning & Sanitary Services,5704327,2025-03-13,Supply and delivery of cleaning & sanitary services items,Ministry of Gas
280,Consultancy Services,2573199,2020-07-14,Supply and delivery of consultancy services items,Ministry of Probably
281,Cleaning & Sanitary Services,8371330,2023-12-26,Supply and delivery of cleaning & sanitary services items,Ministry of It
282,Office Stationery & Supplies,8786283,2022-04-28,Supply and delivery of office stationery & supplies items,Ministry of We
283,Office Stationery & Supplies,1967306,2022-05-16,Supply and delivery of office stationery & supplies items,Ministry of Now
284,ICT Equipment & Software,4894643,2020-04-10,Supply and delivery of ict equipment & software items,Ministry of Religious
285,Motor Vehicles & Spare Parts,5228643,2025-05-04,Supply and delivery of motor vehicles & spare parts items,Ministry of Simply
286,Medical Supplies & Pharmaceuticals,4322102,2021-08-30,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Behavior
287,ICT Equipment & Software,17296693,2025-03-12,Supply and delivery of ict equipment & software items,Ministry of Second
288,Office Stationery & Supplies,6608856,2020-02-24,Supply and delivery of office stationery & supplies items,Ministry of Professor
289,Consultancy Services,2587111,2024-10-10,Supply and delivery of consultancy services items,Ministry of Second
290,Motor Vehicles & Spare Parts,1659757,2021-11-07,Supply and delivery of motor vehicles & spare parts items,Ministry of Quite
291,Motor Vehicles & Spare Parts,6256738,2020-09-28,Supply and delivery of motor vehicles & spare parts items,Ministry of Operation
292,ICT Equipment & Software,20709423,2020-07-05,Supply and delivery of ict equipment & software items,Ministry of Present
293,Motor Vehicles & Spare Parts,1981297,2023-04-02,Supply and delivery of motor vehicles & spare parts items,Ministry of Sometimes
294,Medical Supplies & Pharmaceuticals,9312367,2020-04-25,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Over
295,Medical Supplies & Pharmaceuticals,8619792,2023-02-17,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Social
296,Medical Supplies & Pharmaceuticals,345300,2022-11-08,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Watch
297,Office Stationery & Supplies,192036,2020-02-10,Supply and delivery of office stationery & supplies items,Ministry of Reason
298,Office Stationery & Supplies,6539051,2025-08-13,Supply and delivery of office stationery & supplies items,Ministry of Couple
299,Construction & Civil Works,262674117,2025-10-09,Supply and delivery of construction & civil works items,Ministry of Face
300,Construction & Civil Works,243543364,2024-09-19,Supply and delivery of construction & civil works items,Ministry of Else
301,Construction & Civil Works,17818331,2024-12-22,Supply and delivery of construction & civil works items,Ministry of Those
302,Cleaning & Sanitary Services,254692,2025-04-28,Supply and delivery of cleaning & sanitary services items,Ministry of Life
303,Cleaning & Sanitary Services,4557335,2020-07-04,Supply and delivery of cleaning & sanitary services items,Ministry of None
304,Office Stationery & Supplies,1757888,2023-08-22,Supply and delivery of office stationery & supplies items,Ministry of Interest
305,Cleaning & Sanitary Services,8210129,2023-07-14,Supply and delivery of cleaning & sanitary services items,Ministry of Million
306,Construction & Civil Works,264604498,2025-03-03,Supply and delivery of construction & civil works items,Ministry of Agency
307,Cleaning & Sanitary Services,1924964,2022-01-14,Supply and delivery of cleaning & sanitary services items,Ministry of Couple
308,Office Stationery & Supplies,8252513,2022-06-28,Supply and delivery of office stationery & supplies items,Ministry of Trade
309,Cleaning & Sanitary Services,6889408,2023-03-02,Supply and delivery of cleaning & sanitary services items,Ministry of Idea
310,Consultancy Services,1668146,2021-07-17,Supply and delivery of consultancy services items,Ministry of Building
311,Cleaning & Sanitary Services,9035827,2025-11-16,Supply and delivery of cleaning & sanitary services items,Ministry of Number
312,Consultancy Services,4545975,2021-01-03,Supply and delivery of consultancy services items,Ministry of Charge
313,ICT Equipment & Software,16702558,2021-02-04,Supply and delivery of ict equipment & software items,Ministry of Special
314,ICT Equipment & Software,36926088,2020-07-15,Supply and delivery of ict equipment & software items,Ministry of Food
315,Construction & Civil Works,54309063,2025-09-17,Supply and delivery of construction & civil works items,Ministry of Resource
316,ICT Equipment & Software,13711292,2021-01-05,Supply and delivery of ict equipment & software items,Ministry of Possible
317,ICT Equipment & Software,32667952,2025-10-06,Supply and delivery of ict equipment & software items,Ministry of Course
318,ICT Equipment & Software,8774437,2020-02-29,Supply and delivery of ict equipment & software items,Ministry of Article
319,ICT Equipment & Software,17372772,2021-10-14,Supply and delivery of ict equipment & software items,Ministry of Bit
320,Medical Supplies & Pharmaceuticals,5499869,2021-12-02,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Itself
321,Construction & Civil Works,489837316,2025-05-10,Supply and delivery of construction & civil works items,Ministry of Evening
322,ICT Equipment & Software,6639353,2022-04-02,Supply and delivery of ict equipment & software items,Ministry of Their
323,Medical Supplies & Pharmaceuticals,3766344,2025-05-24,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Area
324,Construction & Civil Works,419568154,2021-03-19,Supply and delivery of construction & civil works items,Ministry of Soldier
325,Construction & Civil Works,102119435,2023-08-01,Supply and delivery of construction & civil works items,Ministry of Economic
326,Motor Vehicles & Spare Parts,159778,2022-12-16,Supply and delivery of motor vehicles & spare parts items,Ministry of Soldier
327,ICT Equipment & Software,5503361,2023-01-10,Supply and delivery of ict equipment & software items,Ministry of Building
328,Construction & Civil Works,499614306,2021-08-13,Supply and delivery of construction & civil works items,Ministry of Friend
329,ICT Equipment & Software,27178907,2022-10-15,Supply and delivery of ict equipment & software items,Ministry of Investment
330,ICT Equipment & Software,10287557,2020-05-23,Supply and delivery of ict equipment & software items,Ministry of Air
331,Cleaning & Sanitary Services,9010762,2022-06-11,Supply and delivery of cleaning & sanitary services items,Ministry of East
332,Motor Vehicles & Spare Parts,1111930,2025-06-24,Supply and delivery of motor vehicles & spare parts items,Ministry of After
333,Consultancy Services,9568133,2021-08-12,Supply and delivery of consultancy services items,Ministry of Peace
334,Medical Supplies & Pharmaceuticals,1885818,2024-01-19,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Employee
335,Construction & Civil Works,400424693,2024-07-29,Supply and delivery of construction & civil works items,Ministry of Reach
336,Medical Supplies & Pharmaceuticals,6062859,2024-09-16,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Fly
337,Office Stationery & Supplies,9770114,2023-05-30,Supply and delivery of office stationery & supplies items,Ministry of Like
338,Motor Vehicles & Spare Parts,7732285,2020-07-02,Supply and delivery of motor vehicles & spare parts items,Ministry of Provide
339,Consultancy Services,2966069,2023-01-01,Supply and delivery of consultancy services items,Ministry of Stay
340,Office Stationery & Supplies,9403173,2025-10-21,Supply and delivery of office stationery & supplies items,Ministry of Hour
341,Motor Vehicles & Spare Parts,5082042,2023-03-30,Supply and delivery of motor vehicles & spare parts items,Ministry of Concern
342,ICT Equipment & Software,15553280,2024-09-09,Supply and delivery of ict equipment & software items,Ministry of Note
343,Cleaning & Sanitary Services,1849736,2025-09-18,Supply and delivery of cleaning & sanitary services items,Ministry of Which
344,Office Stationery & Supplies,6821635,2023-05-01,Supply and delivery of office stationery & supplies items,Ministry of Analysis
345,Office Stationery & Supplies,151707,2020-01-03,Supply and delivery of office stationery & supplies items,Ministry of Majority
346,ICT Equipment & Software,29364924,2025-10-06,Supply and delivery of ict equipment & software items,Ministry of Pressure
347,Medical Supplies & Pharmaceuticals,6204128,2021-09-25,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Computer
348,Office Stationery & Supplies,1977145,2020-01-02,Supply and delivery of office stationery & supplies items,Ministry of Worker
349,Construction & Civil Works,133112905,2025-07-12,Supply and delivery of construction & civil works items,Ministry of Explain
350,Consultancy Services,9323482,2023-08-02,Supply and delivery of consultancy services items,Ministry of Those
351,Cleaning & Sanitary Services,6787666,2024-01-29,Supply and delivery of cleaning & sanitary services items,Ministry of Have
352,Consultancy Services,7179701,2025-01-19,Supply and delivery of consultancy services items,Ministry of Difference
353,Medical Supplies & Pharmaceuticals,8349953,2023-07-06,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Mrs
354,Cleaning & Sanitary Services,1922744,2021-09-08,Supply and delivery of cleaning & sanitary services items,Ministry of Color
355,Consultancy Services,8267707,2024-06-07,Supply and delivery of consultancy services items,Ministry of Order
356,Construction & Civil Works,71120560,2020-06-02,Supply and delivery of construction & civil works items,Ministry of Behind
